,media_source,country_code,date,LTV,cost
59,ByteDance,AU,2020-09-24,0.0,64.36
60,ByteDance,AU,2020-09-25,0.0,95.66
61,ByteDance,AU,2020-09-26,0.0,152.28
62,ByteDance,AU,2020-09-27,0.0,188.75
63,ByteDance,AU,2020-09-28,0.0,204.5
64,ByteDance,AU,2020-09-29,0.0,204.5
65,ByteDance,AU,2020-09-30,0.0,206.44
66,ByteDance,CA,2020-08-28,0.0,0.05
67,ByteDance,CA,2020-08-29,0.0,3.07
68,ByteDance,CA,2020-08-30,0.0,3.9499999999999997
69,ByteDance,CA,2020-08-31,0.0,4.81
70,ByteDance,CA,2020-09-01,0.0,4.8999999999999995
71,ByteDance,CA,2020-09-02,0.0,5.12
72,ByteDance,CA,2020-09-03,0.0,17.09
73,ByteDance,CA,2020-09-04,0.0,29.61
74,ByteDance,CA,2020-09-05,0.0,30.220000000000002
75,ByteDance,CA,2020-09-06,0.0,30.220000000000002
76,ByteDance,CA,2020-09-07,0.0,43.72
77,ByteDance,CA,2020-09-08,0.0,57.41
78,ByteDance,CA,2020-09-09,0.0,58.8
79,ByteDance,CA,2020-09-10,0.0,73.31
80,ByteDance,CA,2020-09-11,0.0,82.25
81,ByteDance,CA,2020-09-12,0.0,84.67
82,ByteDance,CA,2020-09-13,0.0,84.67
83,ByteDance,CA,2020-09-14,0.0,84.67
84,ByteDance,CA,2020-09-15,0.0,84.67
85,ByteDance,CA,2020-09-16,0.0,84.67
86,ByteDance,CA,2020-09-17,0.0,84.67
87,ByteDance,CA,2020-09-18,0.0,84.67
88,ByteDance,CA,2020-09-19,0.0,84.67
89,ByteDance,CA,2020-09-20,0.0,84.67
90,ByteDance,CA,2020-09-21,0.0,84.67
91,ByteDance,CA,2020-09-22,0.0,84.67
92,ByteDance,CA,2020-09-23,0.0,101.08
93,ByteDance,CA,2020-09-24,0.0,115.11
94,ByteDance,CA,2020-09-25,0.0,143.72
95,ByteDance,CA,2020-09-26,9.99,179.65
96,ByteDance,CA,2020-09-27,19.98,208.96
97,ByteDance,CA,2020-09-28,29.97,230.96
98,ByteDance,CA,2020-09-29,29.97,230.96
99,ByteDance,CA,2020-09-30,29.97,235.94
100,ByteDance,DE,2020-08-27,0.0,0.69
101,ByteDance,DE,2020-08-28,0.0,8.85
102,ByteDance,DE,2020-08-29,0.0,44.06
103,ByteDance,DE,2020-08-30,0.0,50.11
104,ByteDance,DE,2020-08-31,0.0,50.74
105,ByteDance,DE,2020-09-01,0.0,50.74
106,ByteDance,DE,2020-09-02,0.0,57.34
107,ByteDance,DE,2020-09-03,0.0,60.96
108,ByteDance,DE,2020-09-04,0.0,60.96
109,ByteDance,DE,2020-09-05,0.0,60.96
110,ByteDance,DE,2020-09-06,0.0,60.96
111,ByteDance,DE,2020-09-07,0.0,60.96
112,ByteDance,DE,2020-09-08,0.0,60.96
113,ByteDance,DE,2020-09-09,0.0,60.96
114,ByteDance,DE,2020-09-10,0.0,126.07
115,ByteDance,DE,2020-09-11,0.0,157.28
116,ByteDance,DE,2020-09-12,0.0,160.72
117,ByteDance,DE,2020-09-13,0.0,160.72
118,ByteDance,DE,2020-09-14,0.0,160.72
119,ByteDance,DE,2020-09-15,0.0,160.72
120,ByteDance,DE,2020-09-16,0.0,160.72
121,ByteDance,DE,2020-09-17,0.0,160.72
122,ByteDance,DE,2020-09-18,0.0,160.72
123,ByteDance,DE,2020-09-19,0.0,160.72
124,ByteDance,DE,2020-09-20,0.0,160.72
125,ByteDance,DE,2020-09-21,0.0,160.72
126,ByteDance,DE,2020-09-22,0.0,160.72
127,ByteDance,DE,2020-09-23,0.0,171.45000000000002
128,ByteDance,DE,2020-09-24,0.0,193.11
129,ByteDance,DE,2020-09-25,0.0,215.67000000000002
130,ByteDance,DE,2020-09-26,0.0,215.67000000000002
131,ByteDance,DE,2020-09-27,0.0,215.67000000000002
132,ByteDance,DE,2020-09-28,0.0,215.67000000000002
133,ByteDance,DE,2020-09-29,0.0,215.67000000000002
134,ByteDance,DE,2020-09-30,0.0,226.96
135,ByteDance,EG,2020-08-28,0.0,0.09
136,ByteDance,EG,2020-08-29,0.0,0.74
137,ByteDance,EG,2020-08-30,0.0,0.9299999999999999
138,ByteDance,EG,2020-08-31,0.0,0.94
139,ByteDance,EG,2020-09-01,0.0,0.94
140,ByteDance,EG,2020-09-02,0.0,0.94
141,ByteDance,EG,2020-09-03,0.0,0.94
142,ByteDance,EG,2020-09-04,0.0,0.94
143,ByteDance,EG,2020-09-05,0.0,0.94
144,ByteDance,EG,2020-09-06,0.0,0.94
145,ByteDance,EG,2020-09-07,0.0,0.94
146,ByteDance,EG,2020-09-08,0.0,0.94
147,ByteDance,EG,2020-09-09,0.0,0.94
148,ByteDance,EG,2020-09-10,0.0,0.94
149,ByteDance,EG,2020-09-11,0.0,0.94
150,ByteDance,EG,2020-09-12,0.0,0.94
151,ByteDance,EG,2020-09-13,0.0,0.94
152,ByteDance,EG,2020-09-14,0.0,0.94
153,ByteDance,EG,2020-09-15,0.0,0.94
154,ByteDance,EG,2020-09-16,0.0,0.94
155,ByteDance,EG,2020-09-17,0.0,0.94
156,ByteDance,EG,2020-09-18,0.0,0.94
157,ByteDance,EG,2020-09-19,0.0,0.94
158,ByteDance,EG,2020-09-20,0.0,0.94
159,ByteDance,EG,2020-09-21,0.0,0.94
160,ByteDance,EG,2020-09-22,0.0,0.94
161,ByteDance,EG,2020-09-23,0.0,6.49
162,ByteDance,EG,2020-09-24,0.0,10.489999999999998
163,ByteDance,EG,2020-09-25,0.0,10.489999999999998
164,ByteDance,EG,2020-09-26,0.0,10.489999999999998
165,ByteDance,EG,2020-09-27,0.0,10.489999999999998
166,ByteDance,EG,2020-09-28,0.0,10.489999999999998
167,ByteDance,EG,2020-09-29,0.0,10.489999999999998
168,ByteDance,EG,2020-09-30,0.0,10.489999999999998
169,ByteDance,ES,2020-08-27,49.99,12.73
170,ByteDance,ES,2020-08-28,49.99,96.72
171,ByteDance,ES,2020-08-29,49.99,143.78
172,ByteDance,ES,2020-08-30,49.99,154.46
173,ByteDance,ES,2020-08-31,49.99,169.82
174,ByteDance,ES,2020-09-01,49.99,199.3
175,ByteDance,ES,2020-09-02,49.99,202.4
176,ByteDance,ES,2020-09-03,49.99,271.71000000000004
177,ByteDance,ES,2020-09-04,49.99,310.09000000000003
178,ByteDance,ES,2020-09-05,49.99,325.5
179,ByteDance,ES,2020-09-06,49.99,330.91
180,ByteDance,ES,2020-09-07,49.99,340.21000000000004
181,ByteDance,ES,2020-09-08,49.99,351.85
182,ByteDance,ES,2020-09-09,49.99,355.51
183,ByteDance,ES,2020-09-10,49.99,376.25
184,ByteDance,ES,2020-09-11,49.99,393.66
185,ByteDance,ES,2020-09-12,49.99,396.04
186,ByteDance,ES,2020-09-13,49.99,396.04
187,ByteDance,ES,2020-09-14,49.99,396.04
188,ByteDance,ES,2020-09-15,49.99,396.04
189,ByteDance,ES,2020-09-16,49.99,396.04
190,ByteDance,ES,2020-09-17,49.99,396.04
191,ByteDance,ES,2020-09-18,49.99,396.04
192,ByteDance,ES,2020-09-19,49.99,396.04
193,ByteDance,ES,2020-09-20,49.99,396.04
194,ByteDance,ES,2020-09-21,49.99,396.04
195,ByteDance,ES,2020-09-22,49.99,396.04
196,ByteDance,ES,2020-09-23,49.99,397.65000000000003
197,ByteDance,ES,2020-09-24,49.99,402.23
198,ByteDance,ES,2020-09-25,49.99,403.64
199,ByteDance,ES,2020-09-26,49.99,403.64
200,ByteDance,ES,2020-09-27,49.99,403.64
201,ByteDance,ES,2020-09-28,49.99,403.64
202,ByteDance,ES,2020-09-29,49.99,403.64
203,ByteDance,ES,2020-09-30,49.99,407.23
204,ByteDance,FR,2020-08-27,0.0,0.22
205,ByteDance,FR,2020-08-28,0.0,1.05
206,ByteDance,FR,2020-08-29,0.0,4.23
207,ByteDance,FR,2020-08-30,0.0,4.52
208,ByteDance,FR,2020-08-31,0.0,4.52
209,ByteDance,FR,2020-09-01,0.0,4.52
210,ByteDance,FR,2020-09-02,0.0,5.54
211,ByteDance,FR,2020-09-03,0.0,10.01
212,ByteDance,FR,2020-09-04,0.0,20.64
213,ByteDance,FR,2020-09-05,0.0,20.93
214,ByteDance,FR,2020-09-06,0.0,20.93
215,ByteDance,FR,2020-09-07,0.0,20.93
216,ByteDance,FR,2020-09-08,0.0,20.93
217,ByteDance,FR,2020-09-09,0.0,20.93
218,ByteDance,FR,2020-09-10,0.0,31.92
219,ByteDance,FR,2020-09-11,0.0,40.09
220,ByteDance,FR,2020-09-12,9.99,40.76
221,ByteDance,FR,2020-09-13,9.99,40.76
222,ByteDance,FR,2020-09-14,9.99,40.76
223,ByteDance,FR,2020-09-15,9.99,40.76
224,ByteDance,FR,2020-09-16,9.99,40.76
225,ByteDance,FR,2020-09-17,9.99,40.76
226,ByteDance,FR,2020-09-18,9.99,40.76
227,ByteDance,FR,2020-09-19,19.98,40.76
228,ByteDance,FR,2020-09-20,19.98,40.76
229,ByteDance,FR,2020-09-21,19.98,40.76
230,ByteDance,FR,2020-09-22,19.98,40.76
231,ByteDance,FR,2020-09-23,19.98,49.15
232,ByteDance,FR,2020-09-24,19.98,51.39
233,ByteDance,FR,2020-09-25,19.98,52.42
234,ByteDance,FR,2020-09-26,29.97,52.42
235,ByteDance,FR,2020-09-27,29.97,52.42
236,ByteDance,FR,2020-09-28,29.97,52.42
237,ByteDance,FR,2020-09-29,29.97,52.42
238,ByteDance,FR,2020-09-30,29.97,67.52
239,ByteDance,GB,2020-08-29,0.0,0.46
240,ByteDance,GB,2020-08-30,0.0,0.55
241,ByteDance,GB,2020-08-31,0.0,0.55
242,ByteDance,GB,2020-09-01,0.0,0.55
243,ByteDance,GB,2020-09-02,0.0,3.08
244,ByteDance,GB,2020-09-03,0.0,53.41
245,ByteDance,GB,2020-09-04,0.0,98.38999999999999
246,ByteDance,GB,2020-09-05,0.0,99.57
247,ByteDance,GB,2020-09-06,0.0,99.61
248,ByteDance,GB,2020-09-07,0.0,99.61
249,ByteDance,GB,2020-09-08,0.0,99.61
250,ByteDance,GB,2020-09-09,0.0,99.61
251,ByteDance,GB,2020-09-10,0.0,125.94999999999999
252,ByteDance,GB,2020-09-11,0.0,141.85999999999999
253,ByteDance,GB,2020-09-12,0.0,142.1
254,ByteDance,GB,2020-09-13,0.0,142.1
255,ByteDance,GB,2020-09-14,0.0,142.1
256,ByteDance,GB,2020-09-15,0.0,142.1
257,ByteDance,GB,2020-09-16,0.0,142.1
258,ByteDance,GB,2020-09-17,0.0,142.1
259,ByteDance,GB,2020-09-18,0.0,142.1
260,ByteDance,GB,2020-09-19,0.0,142.1
261,ByteDance,GB,2020-09-20,0.0,142.1
262,ByteDance,GB,2020-09-21,0.0,142.1
263,ByteDance,GB,2020-09-22,0.0,142.1
264,ByteDance,GB,2020-09-23,0.0,161.26999999999998
265,ByteDance,GB,2020-09-24,0.0,192.47
266,ByteDance,GB,2020-09-25,0.0,224.68
267,ByteDance,GB,2020-09-26,0.0,253.01
268,ByteDance,GB,2020-09-27,0.0,292.24
269,ByteDance,GB,2020-09-28,0.0,358.76
270,ByteDance,GB,2020-09-29,0.0,358.76
271,ByteDance,GB,2020-09-30,0.0,360.82
272,ByteDance,ID,2020-08-28,0.0,2.71
273,ByteDance,ID,2020-08-29,0.0,5.8
274,ByteDance,ID,2020-08-30,0.0,8.94
275,ByteDance,ID,2020-08-31,0.0,8.99
276,ByteDance,ID,2020-09-01,0.0,8.99
277,ByteDance,ID,2020-09-02,0.0,8.99
278,ByteDance,ID,2020-09-03,0.0,8.99
279,ByteDance,ID,2020-09-04,0.0,8.99
280,ByteDance,ID,2020-09-05,0.0,8.99
281,ByteDance,ID,2020-09-06,0.0,8.99
282,ByteDance,ID,2020-09-07,0.0,8.99
283,ByteDance,ID,2020-09-08,0.0,8.99
284,ByteDance,ID,2020-09-09,0.0,8.99
285,ByteDance,ID,2020-09-10,0.0,8.99
286,ByteDance,ID,2020-09-11,0.0,8.99
287,ByteDance,ID,2020-09-12,0.0,8.99
288,ByteDance,ID,2020-09-13,0.0,8.99
289,ByteDance,ID,2020-09-14,0.0,8.99
290,ByteDance,ID,2020-09-15,0.0,8.99
291,ByteDance,ID,2020-09-16,0.0,8.99
292,ByteDance,ID,2020-09-17,0.0,8.99
293,ByteDance,ID,2020-09-18,0.0,8.99
294,ByteDance,ID,2020-09-19,0.0,8.99
295,ByteDance,ID,2020-09-20,0.0,8.99
296,ByteDance,ID,2020-09-21,0.0,8.99
297,ByteDance,ID,2020-09-22,0.0,8.99
298,ByteDance,ID,2020-09-23,0.0,11.73
299,ByteDance,ID,2020-09-24,0.0,25.060000000000002
300,ByteDance,ID,2020-09-25,0.0,25.060000000000002
301,ByteDance,ID,2020-09-26,0.0,25.060000000000002
302,ByteDance,ID,2020-09-27,0.0,25.060000000000002
303,ByteDance,ID,2020-09-28,0.0,25.060000000000002
304,ByteDance,ID,2020-09-29,0.0,25.060000000000002
305,ByteDance,ID,2020-09-30,0.0,25.060000000000002
306,ByteDance,IL,2020-08-28,0.0,0.18
307,ByteDance,IL,2020-08-29,0.0,0.96
308,ByteDance,IL,2020-08-30,0.0,1.3699999999999999
309,ByteDance,IL,2020-08-31,0.0,1.5499999999999998
310,ByteDance,IL,2020-09-01,0.0,2.9699999999999998
311,ByteDance,IL,2020-09-02,0.0,3.6399999999999997
312,ByteDance,IL,2020-09-03,0.0,4.54
313,ByteDance,IL,2020-09-04,0.0,6.79
314,ByteDance,IL,2020-09-05,0.0,6.82
315,ByteDance,IL,2020-09-06,0.0,6.89
316,ByteDance,IL,2020-09-07,0.0,6.89
317,ByteDance,IL,2020-09-08,0.0,6.89
318,ByteDance,IL,2020-09-09,0.0,6.89
319,ByteDance,IL,2020-09-10,0.0,12.91
320,ByteDance,IL,2020-09-11,0.0,17.27
321,ByteDance,IL,2020-09-12,0.0,18.08
322,ByteDance,IL,2020-09-13,0.0,18.08
323,ByteDance,IL,2020-09-14,0.0,18.08
324,ByteDance,IL,2020-09-15,0.0,18.08
325,ByteDance,IL,2020-09-16,0.0,18.08
326,ByteDance,IL,2020-09-17,0.0,18.08
327,ByteDance,IL,2020-09-18,0.0,18.08
328,ByteDance,IL,2020-09-19,0.0,18.08
329,ByteDance,IL,2020-09-20,0.0,18.08
330,ByteDance,IL,2020-09-21,0.0,18.08
331,ByteDance,IL,2020-09-22,0.0,18.08
332,ByteDance,IL,2020-09-23,0.0,21.53
333,ByteDance,IL,2020-09-24,0.0,22.48
334,ByteDance,IL,2020-09-25,0.0,22.48
335,ByteDance,IL,2020-09-26,0.0,22.48
336,ByteDance,IL,2020-09-27,0.0,22.48
337,ByteDance,IL,2020-09-28,0.0,22.48
338,ByteDance,IL,2020-09-29,0.0,22.48
339,ByteDance,IL,2020-09-30,0.0,24.939999999999998
340,ByteDance,IT,2020-08-27,0.0,0.4
341,ByteDance,IT,2020-08-28,0.0,0.66
342,ByteDance,IT,2020-08-29,0.0,2.31
343,ByteDance,IT,2020-08-30,0.0,2.45
344,ByteDance,IT,2020-08-31,0.0,2.61
345,ByteDance,IT,2020-09-01,0.0,2.61
346,ByteDance,IT,2020-09-02,0.0,2.61
347,ByteDance,IT,2020-09-03,0.0,2.68
348,ByteDance,IT,2020-09-04,0.0,2.68
349,ByteDance,IT,2020-09-05,0.0,2.68
350,ByteDance,IT,2020-09-06,0.0,2.68
351,ByteDance,IT,2020-09-07,0.0,2.68
352,ByteDance,IT,2020-09-08,0.0,2.68
353,ByteDance,IT,2020-09-09,0.0,2.68
354,ByteDance,IT,2020-09-10,0.0,2.68
355,ByteDance,IT,2020-09-11,0.0,2.68
356,ByteDance,IT,2020-09-12,0.0,2.68
357,ByteDance,IT,2020-09-13,0.0,2.68
358,ByteDance,IT,2020-09-14,0.0,2.68
359,ByteDance,IT,2020-09-15,0.0,2.68
360,ByteDance,IT,2020-09-16,0.0,2.68
361,ByteDance,IT,2020-09-17,0.0,2.68
362,ByteDance,IT,2020-09-18,0.0,2.68
363,ByteDance,IT,2020-09-19,0.0,2.68
364,ByteDance,IT,2020-09-20,0.0,2.68
365,ByteDance,IT,2020-09-21,0.0,2.68
366,ByteDance,IT,2020-09-22,0.0,2.68
367,ByteDance,IT,2020-09-23,0.0,7.870000000000001
368,ByteDance,IT,2020-09-24,0.0,14.74
369,ByteDance,IT,2020-09-25,0.0,17.54
370,ByteDance,IT,2020-09-26,0.0,17.54
371,ByteDance,IT,2020-09-27,0.0,17.54
372,ByteDance,IT,2020-09-28,0.0,17.54
373,ByteDance,IT,2020-09-29,0.0,17.54
374,ByteDance,IT,2020-09-30,0.0,19.39
375,ByteDance,JP,2020-09-24,0.0,0.04
376,ByteDance,JP,2020-09-25,0.0,0.04
377,ByteDance,JP,2020-09-26,0.0,0.04
378,ByteDance,JP,2020-09-27,0.0,0.04
379,ByteDance,JP,2020-09-28,0.0,0.04
380,ByteDance,JP,2020-09-29,0.0,0.04
381,ByteDance,JP,2020-09-30,0.0,0.04
382,ByteDance,KR,2020-09-01,0.0,0.56
383,ByteDance,KR,2020-09-02,0.0,0.56
384,ByteDance,KR,2020-09-03,0.0,0.56
385,ByteDance,KR,2020-09-04,0.0,0.56
386,ByteDance,KR,2020-09-05,0.0,0.56
387,ByteDance,KR,2020-09-06,0.0,0.56
388,ByteDance,KR,2020-09-07,0.0,0.56
389,ByteDance,KR,2020-09-08,0.0,0.56
390,ByteDance,KR,2020-09-09,0.0,0.56
391,ByteDance,KR,2020-09-10,0.0,1.2200000000000002
392,ByteDance,KR,2020-09-11,0.0,1.2200000000000002
393,ByteDance,KR,2020-09-12,0.0,1.2200000000000002
394,ByteDance,KR,2020-09-13,0.0,1.2200000000000002
395,ByteDance,KR,2020-09-14,0.0,1.2200000000000002
396,ByteDance,KR,2020-09-15,0.0,1.2200000000000002
397,ByteDance,KR,2020-09-16,0.0,1.2200000000000002
398,ByteDance,KR,2020-09-17,0.0,1.2200000000000002
399,ByteDance,KR,2020-09-18,0.0,1.2200000000000002
400,ByteDance,KR,2020-09-19,0.0,1.2200000000000002
401,ByteDance,KR,2020-09-20,0.0,1.2200000000000002
402,ByteDance,KR,2020-09-21,0.0,1.2200000000000002
403,ByteDance,KR,2020-09-22,0.0,1.2200000000000002
404,ByteDance,KR,2020-09-23,0.0,1.2200000000000002
405,ByteDance,KR,2020-09-24,0.0,1.2200000000000002
406,ByteDance,KR,2020-09-25,0.0,1.2200000000000002
407,ByteDance,KR,2020-09-26,0.0,1.2200000000000002
408,ByteDance,KR,2020-09-27,0.0,1.2200000000000002
409,ByteDance,KR,2020-09-28,0.0,1.2200000000000002
410,ByteDance,KR,2020-09-29,0.0,1.2200000000000002
411,ByteDance,KR,2020-09-30,0.0,1.2200000000000002
412,ByteDance,MY,2020-08-28,0.0,0.51
413,ByteDance,MY,2020-08-29,0.0,0.7
414,ByteDance,MY,2020-08-30,0.0,0.93
415,ByteDance,MY,2020-08-31,0.0,1.05
416,ByteDance,MY,2020-09-01,0.0,1.05
417,ByteDance,MY,2020-09-02,0.0,1.05
418,ByteDance,MY,2020-09-03,0.0,1.05
419,ByteDance,MY,2020-09-04,0.0,1.05
420,ByteDance,MY,2020-09-05,0.0,1.05
421,ByteDance,MY,2020-09-06,0.0,1.05
422,ByteDance,MY,2020-09-07,0.0,1.05
423,ByteDance,MY,2020-09-08,0.0,1.05
424,ByteDance,MY,2020-09-09,0.0,1.05
425,ByteDance,MY,2020-09-10,0.0,1.05
426,ByteDance,MY,2020-09-11,0.0,1.05
427,ByteDance,MY,2020-09-12,0.0,1.05
428,ByteDance,MY,2020-09-13,0.0,1.05
429,ByteDance,MY,2020-09-14,0.0,1.05
430,ByteDance,MY,2020-09-15,0.0,1.05
431,ByteDance,MY,2020-09-16,0.0,1.05
432,ByteDance,MY,2020-09-17,0.0,1.05
433,ByteDance,MY,2020-09-18,0.0,1.05
434,ByteDance,MY,2020-09-19,0.0,1.05
435,ByteDance,MY,2020-09-20,0.0,1.05
436,ByteDance,MY,2020-09-21,0.0,1.05
437,ByteDance,MY,2020-09-22,0.0,1.05
438,ByteDance,MY,2020-09-23,0.0,1.81
439,ByteDance,MY,2020-09-24,0.0,3.5
440,ByteDance,MY,2020-09-25,0.0,3.5
441,ByteDance,MY,2020-09-26,0.0,3.5
442,ByteDance,MY,2020-09-27,0.0,3.5
443,ByteDance,MY,2020-09-28,0.0,3.5
444,ByteDance,MY,2020-09-29,0.0,3.5
445,ByteDance,MY,2020-09-30,0.0,3.5
446,ByteDance,PL,2020-08-27,0.0,2.32
447,ByteDance,PL,2020-08-28,0.0,9.47
448,ByteDance,PL,2020-08-29,0.0,17.36
449,ByteDance,PL,2020-08-30,0.0,22.0
450,ByteDance,PL,2020-08-31,0.0,22.76
451,ByteDance,PL,2020-09-01,0.0,22.76
452,ByteDance,PL,2020-09-02,0.0,26.65
453,ByteDance,PL,2020-09-03,0.0,32.28
454,ByteDance,PL,2020-09-04,0.0,44.68
455,ByteDance,PL,2020-09-05,0.0,47.92
456,ByteDance,PL,2020-09-06,0.0,48.94
457,ByteDance,PL,2020-09-07,0.0,49.12
458,ByteDance,PL,2020-09-08,0.0,49.12
459,ByteDance,PL,2020-09-09,0.0,49.12
460,ByteDance,PL,2020-09-10,0.0,70.12
461,ByteDance,PL,2020-09-11,0.0,82.38
462,ByteDance,PL,2020-09-12,0.0,84.22
463,ByteDance,PL,2020-09-13,0.0,84.22
464,ByteDance,PL,2020-09-14,0.0,84.22
465,ByteDance,PL,2020-09-15,0.0,84.22
466,ByteDance,PL,2020-09-16,0.0,84.22
467,ByteDance,PL,2020-09-17,0.0,84.22
468,ByteDance,PL,2020-09-18,0.0,84.22
469,ByteDance,PL,2020-09-19,0.0,84.22
470,ByteDance,PL,2020-09-20,0.0,84.22
471,ByteDance,PL,2020-09-21,0.0,84.22
472,ByteDance,PL,2020-09-22,0.0,84.22
473,ByteDance,PL,2020-09-23,0.0,92.19
474,ByteDance,PL,2020-09-24,0.0,103.03
475,ByteDance,PL,2020-09-25,0.0,106.3
476,ByteDance,PL,2020-09-26,0.0,106.3
477,ByteDance,PL,2020-09-27,0.0,106.3
478,ByteDance,PL,2020-09-28,0.0,106.3
479,ByteDance,PL,2020-09-29,0.0,106.3
480,ByteDance,PL,2020-09-30,0.0,117.5
481,ByteDance,RU,2020-08-05,0.0,6.74
482,ByteDance,RU,2020-08-06,9.99,48.120000000000005
483,ByteDance,RU,2020-08-07,9.99,84.64000000000001
484,ByteDance,RU,2020-08-08,9.99,140.23000000000002
485,ByteDance,RU,2020-08-09,9.99,149.45000000000002
486,ByteDance,RU,2020-08-10,9.99,149.45000000000002
487,ByteDance,RU,2020-08-11,9.99,151.81
488,ByteDance,RU,2020-08-12,9.99,151.81
489,ByteDance,RU,2020-08-13,9.99,151.81
490,ByteDance,RU,2020-08-14,9.99,151.81
491,ByteDance,RU,2020-08-15,9.99,151.81
492,ByteDance,RU,2020-08-16,9.99,151.81
493,ByteDance,RU,2020-08-17,9.99,151.81
494,ByteDance,RU,2020-08-18,9.99,151.81
495,ByteDance,RU,2020-08-19,9.99,151.81
496,ByteDance,RU,2020-08-20,9.99,151.81
497,ByteDance,RU,2020-08-21,9.99,151.81
498,ByteDance,RU,2020-08-22,9.99,151.81
499,ByteDance,RU,2020-08-23,9.99,151.81
500,ByteDance,RU,2020-08-24,9.99,151.81
501,ByteDance,RU,2020-08-25,9.99,151.81
502,ByteDance,RU,2020-08-26,9.99,151.81
503,ByteDance,RU,2020-08-27,9.99,165.87
504,ByteDance,RU,2020-08-28,9.99,169.23000000000002
505,ByteDance,RU,2020-08-29,9.99,192.27
506,ByteDance,RU,2020-08-30,9.99,200.3
507,ByteDance,RU,2020-08-31,9.99,200.41
508,ByteDance,RU,2020-09-01,9.99,200.41
509,ByteDance,RU,2020-09-02,9.99,200.41
510,ByteDance,RU,2020-09-03,9.99,200.41
511,ByteDance,RU,2020-09-04,9.99,200.41
512,ByteDance,RU,2020-09-05,9.99,200.41
513,ByteDance,RU,2020-09-06,9.99,200.41
514,ByteDance,RU,2020-09-07,9.99,200.41
515,ByteDance,RU,2020-09-08,49.95,896.7199999999999
516,ByteDance,RU,2020-09-09,89.91,1182.29
517,ByteDance,RU,2020-09-10,99.9,1318.4599999999998
518,ByteDance,RU,2020-09-11,99.9,1318.4599999999998
519,ByteDance,RU,2020-09-12,99.9,1318.4599999999998
520,ByteDance,RU,2020-09-13,99.9,1318.4599999999998
521,ByteDance,RU,2020-09-14,99.9,1318.4599999999998
522,ByteDance,RU,2020-09-15,99.9,1318.4599999999998
