,ad_id,spend,date
212,184226,51.73,2021-06-24
213,205332,97.58,2021-07-31
214,635853,72.12,2021-07-19
215,529849,92.35,2021-06-12
216,737945,5.2,2021-07-10
217,522136,24.37,2021-07-19
218,869159,75.12,2021-08-15
219,820426,40.76,2021-07-02
220,430698,35.66,2021-06-19
221,717518,54.63,2021-07-27
222,958883,48.34,2021-06-11
223,779541,83.4,2021-08-13
224,210899,11.45,2021-08-12
225,401643,52.86,2021-07-16
226,678953,53.62,2021-06-26
227,391331,27.56,2021-06-11
228,555393,30.25,2021-06-25
229,708610,74.64,2021-06-09
230,191967,90.46,2021-07-31
231,689989,71.82,2021-07-15
232,703701,26.5,2021-07-24
233,381813,98.67,2021-06-08
234,404303,62.38,2021-07-30
235,603070,30.5,2021-08-05
236,210026,61.82,2021-08-17
237,360712,58.67,2021-08-26
238,252388,78.74,2021-06-16
239,788277,11.09,2021-06-13
240,997361,36.9,2021-06-04
241,801688,19.16,2021-08-08
242,452285,11.7,2021-07-29
243,486759,38.86,2021-06-08
244,759287,3.95,2021-07-03
245,320336,52.67,2021-07-15
246,673167,63.14,2021-06-01
247,692226,52.84,2021-06-30
248,101163,7.12,2021-07-16
249,527289,77.45,2021-08-09
250,582973,77.09,2021-08-26
251,428277,3.34,2021-06-21
252,336851,69.99,2021-06-24
253,377296,52.75,2021-07-04
254,752309,24.54,2021-08-01
255,656445,69.06,2021-07-15
256,192179,84.36,2021-08-21
257,694077,24.29,2021-08-30
258,563761,32.85,2021-08-04
259,513104,59.83,2021-08-18
260,252587,66.69,2021-08-14
261,718992,17.22,2021-06-19
262,309065,88.98,2021-06-24
263,314842,82.34,2021-07-23
264,711699,59.87,2021-08-10
265,686032,18.97,2021-06-07
266,536835,45.46,2021-07-09
267,575842,44.2,2021-07-11
268,194006,80.85,2021-08-18
269,277427,22.33,2021-06-13
270,491384,39.71,2021-06-14
271,448730,14.05,2021-06-27
272,100811,45.07,2021-07-05
273,118510,91.09,2021-08-12
274,436771,89.11,2021-08-25
275,311573,42.56,2021-06-23
276,352662,0.56,2021-07-01
277,443362,13.68,2021-07-14
278,933325,76.0,2021-06-23
279,777105,12.57,2021-08-06
280,428107,64.62,2021-06-20
281,595586,21.91,2021-07-18
282,246929,11.04,2021-06-06
283,241060,86.87,2021-06-08
284,916976,68.24,2021-07-05
285,351038,76.1,2021-08-12
286,184030,86.06,2021-08-23
287,578929,3.1,2021-07-03
288,404238,88.77,2021-08-23
289,960607,50.87,2021-07-27
290,177355,8.19,2021-07-28
291,129298,89.19,2021-06-10
292,385448,93.16,2021-08-28
293,241278,48.95,2021-07-07
294,827350,59.6,2021-08-13
295,456376,92.29,2021-07-11
296,911780,31.89,2021-08-29
297,994079,31.49,2021-06-03
298,675891,56.24,2021-06-29
299,227408,95.14,2021-06-17
300,889272,51.01,2021-08-13
301,800459,34.84,2021-06-22
302,277128,28.75,2021-08-25
303,530815,68.17,2021-07-08
304,660930,20.23,2021-06-29
305,398811,86.42,2021-06-18
306,686096,52.49,2021-06-20
307,928967,80.11,2021-07-31
308,147219,74.74,2021-06-14
309,328855,48.36,2021-06-23
310,696892,17.37,2021-07-05
311,735592,32.49,2021-06-04
312,497914,84.09,2021-08-23
313,515497,17.85,2021-07-01
314,808791,28.25,2021-08-19
315,354463,83.57,2021-07-05
316,681577,99.75,2021-06-29
317,167080,72.38,2021-06-19
318,142136,88.51,2021-06-09
319,613322,67.58,2021-08-03
320,516614,61.66,2021-06-04
321,689290,51.48,2021-08-13
322,544022,78.01,2021-06-11
323,779671,63.45,2021-08-28
324,193271,42.86,2021-07-21
325,330937,58.9,2021-08-08
326,523718,60.75,2021-08-28
327,172674,49.21,2021-07-16
328,100052,3.48,2021-06-24
329,539732,59.21,2021-08-11
330,463844,9.17,2021-06-19
331,745244,73.07,2021-06-15
332,569612,17.93,2021-06-12
333,310806,46.54,2021-06-19
334,692019,63.35,2021-08-25
335,180039,75.42,2021-06-18
336,183650,57.69,2021-07-12
337,172364,36.62,2021-07-08
338,563218,71.7,2021-06-08
339,221419,50.47,2021-07-27
340,191472,34.58,2021-06-26
341,475979,83.57,2021-08-15
342,534300,3.87,2021-07-28
343,986465,55.36,2021-08-11
344,525322,67.96,2021-08-04
345,957608,94.14,2021-07-04
346,409859,76.61,2021-06-07
347,563458,58.08,2021-07-17
348,148644,90.95,2021-06-01
349,518784,49.8,2021-08-04
350,567453,88.9,2021-06-16
351,746023,17.32,2021-08-11
352,339286,49.42,2021-07-14
353,840061,21.92,2021-08-29
354,243110,2.25,2021-07-24
355,703782,92.01,2021-07-26
356,948957,72.87,2021-08-14
357,154552,64.98,2021-08-17
358,828982,85.0,2021-08-22
359,975288,96.38,2021-08-14
360,385654,86.76,2021-06-26
361,398428,29.55,2021-08-30
362,948162,28.14,2021-06-17
363,142118,74.63,2021-07-28
364,338680,67.03,2021-07-12
365,248004,16.18,2021-08-24
366,589031,13.53,2021-07-30
367,342349,82.39,2021-06-14
368,503034,54.84,2021-08-18
369,875252,79.65,2021-08-16
370,122755,17.86,2021-06-06
371,915901,30.62,2021-06-09
372,696917,68.48,2021-08-25
373,471273,64.99,2021-06-26
374,208473,92.87,2021-08-11
375,935889,64.42,2021-06-20
376,699447,66.72,2021-08-05
377,808080,99.28,2021-07-27
378,994046,58.01,2021-08-10
379,228561,71.98,2021-08-25
380,309306,28.23,2021-08-03
381,665901,67.23,2021-08-29
382,178783,31.34,2021-08-07
383,412363,23.73,2021-06-09
384,564479,34.55,2021-07-19
385,110455,7.94,2021-06-16
386,753130,15.44,2021-07-26
387,483651,29.36,2021-07-12
388,952899,49.29,2021-07-01
389,926582,97.81,2021-07-28
390,686629,44.33,2021-07-26
391,275713,66.31,2021-08-24
392,267427,96.35,2021-08-13
393,897157,14.55,2021-07-23
394,804971,73.64,2021-06-24
395,760060,46.31,2021-06-05
396,397366,24.73,2021-08-22
397,114089,32.5,2021-06-17
398,488054,30.9,2021-07-28
399,960556,12.48,2021-07-25
400,901251,65.5,2021-08-23
401,184578,50.54,2021-08-22
402,383531,58.8,2021-06-10
403,648912,33.33,2021-06-07
404,819711,48.24,2021-08-16
405,984400,14.8,2021-07-27
406,481134,92.85,2021-08-11
407,881269,44.81,2021-07-22
408,976203,79.62,2021-07-28
409,401379,53.08,2021-08-21
410,118534,34.75,2021-08-27
411,706985,68.07,2021-06-09
412,667717,29.12,2021-06-06
413,747269,59.2,2021-06-17
414,464575,76.68,2021-08-19
415,134331,3.22,2021-08-21
416,973770,98.55,2021-06-20
417,265166,90.5,2021-07-23
418,734470,33.32,2021-06-10
419,109498,59.48,2021-08-28
420,677643,49.25,2021-06-26
421,934137,64.91,2021-06-17
422,213862,73.59,2021-07-26
423,859362,44.93,2021-06-16
424,585043,16.76,2021-07-16
425,488765,72.94,2021-08-07
426,595911,17.65,2021-08-02
427,892466,10.34,2021-08-10
428,834120,67.1,2021-08-09
429,755500,50.63,2021-08-29
430,255783,79.1,2021-08-08
431,173344,9.85,2021-07-30
432,529683,11.23,2021-07-24
433,308572,92.89,2021-06-21
434,798145,83.13,2021-06-23
435,710849,59.17,2021-07-01
436,999757,56.48,2021-06-28
437,949703,67.6,2021-08-04
438,929258,52.54,2021-08-04
439,391070,48.66,2021-06-12
440,903769,3.68,2021-06-22
441,261848,66.86,2021-07-25
442,285665,24.84,2021-06-15
443,773157,56.81,2021-08-29
444,578076,45.83,2021-08-28
445,795823,40.58,2021-08-08
446,923684,20.62,2021-06-21
447,655917,36.06,2021-06-21
448,221145,20.63,2021-06-27
449,504694,40.07,2021-08-05
450,508589,0.91,2021-08-12
451,637718,95.44,2021-07-19
452,878763,27.88,2021-06-23
453,900469,27.83,2021-06-27
454,847220,2.78,2021-07-24
455,707887,26.86,2021-06-24
456,526288,42.52,2021-07-20
457,842827,45.9,2021-07-29
458,109109,40.43,2021-08-21
459,454991,99.6,2021-08-08
460,606069,34.11,2021-06-25
461,852838,68.47,2021-06-27
462,311556,36.05,2021-08-09
463,746189,60.02,2021-08-29
464,341383,76.46,2021-08-10
465,191839,43.42,2021-07-06
466,167812,31.01,2021-07-15
467,962149,24.33,2021-08-10
468,607796,29.31,2021-08-12
469,865418,4.5,2021-06-25
470,129812,90.25,2021-08-02
471,619658,41.22,2021-08-22
472,649273,60.11,2021-07-22
473,553208,35.91,2021-07-07
474,896956,79.41,2021-06-01
475,599968,61.27,2021-08-25
476,427755,81.75,2021-06-17
477,718954,99.74,2021-07-15
478,297174,86.76,2021-06-19
479,217335,40.97,2021-08-16
480,829277,38.12,2021-08-21
481,409099,19.79,2021-08-17
482,245442,66.95,2021-07-08
483,152128,44.76,2021-08-18
484,679811,62.49,2021-08-17
485,649461,21.02,2021-08-12
486,506190,21.8,2021-08-03
487,102375,89.91,2021-06-25
488,632005,90.98,2021-08-20
489,212069,89.3,2021-06-07
490,855440,51.22,2021-06-29
491,527890,43.8,2021-06-02
492,672555,59.9,2021-06-20
493,137130,7.87,2021-07-31
494,962727,4.76,2021-08-12
495,805996,47.62,2021-08-06
496,376404,59.4,2021-07-23
497,901258,76.23,2021-07-24
498,709037,68.23,2021-07-18
499,128409,91.06,2021-07-15
500,611711,37.43,2021-06-18
501,277959,77.43,2021-06-10
502,830493,48.64,2021-08-10
503,432492,44.44,2021-07-11
504,148015,80.53,2021-06-07
505,668253,15.08,2021-06-30
506,436055,27.61,2021-07-10
507,909944,56.64,2021-08-23
508,689807,92.11,2021-07-03
509,364398,66.86,2021-06-01
510,818437,24.52,2021-08-11
511,478529,87.22,2021-07-11
512,200817,51.73,2021-06-06
513,909188,25.24,2021-07-08
514,838870,26.06,2021-06-20
515,896414,47.26,2021-07-20
516,470742,33.64,2021-07-01
517,518678,17.81,2021-07-18
518,101850,52.21,2021-07-11
519,243316,37.63,2021-06-19
520,255595,54.9,2021-08-18
521,377264,59.31,2021-07-01
522,756815,56.72,2021-08-12
523,320253,38.5,2021-07-23
524,687215,82.71,2021-06-01
525,982940,25.07,2021-08-29
526,336310,54.24,2021-06-03
527,551095,14.16,2021-07-25
528,510456,92.24,2021-08-14
529,842323,41.58,2021-06-27
530,562450,4.71,2021-08-04
531,133475,30.63,2021-07-28
532,429647,27.65,2021-07-24
533,802974,70.88,2021-08-19
534,606589,21.8,2021-08-23
535,146676,20.39,2021-07-17
536,476780,97.9,2021-07-01
537,579400,45.39,2021-06-30
538,284127,31.87,2021-08-27
539,454065,27.07,2021-07-26
540,291299,45.68,2021-08-23
541,348750,37.59,2021-08-05
542,246827,88.79,2021-06-14
543,318199,40.83,2021-07-20
544,431086,44.67,2021-06-11
545,611109,52.58,2021-08-12
546,415099,11.33,2021-08-12
547,720270,64.23,2021-08-25
548,360373,1.14,2021-08-18
549,456418,64.77,2021-08-23
550,166891,80.51,2021-08-01
551,765401,56.12,2021-08-07
552,939717,74.15,2021-08-14
553,728586,33.54,2021-08-03
554,171611,62.21,2021-06-02
555,935814,62.38,2021-06-20
556,528533,29.22,2021-08-21
557,393497,90.23,2021-07-24
558,431402,6.35,2021-06-19
559,734142,70.41,2021-07-08
560,389286,63.56,2021-06-04
561,524232,47.59,2021-07-23
562,912463,15.11,2021-06-24
563,747137,75.49,2021-07-12
564,858042,17.43,2021-08-25
565,542280,37.39,2021-08-07
566,847765,53.16,2021-07-22
567,309136,88.66,2021-07-17
568,554201,82.1,2021-08-17
569,945206,12.12,2021-08-16
570,900964,66.69,2021-08-21
571,836567,52.26,2021-06-19
572,156628,4.62,2021-07-01
573,374029,33.3,2021-06-07
574,643157,94.51,2021-08-09
575,688108,56.92,2021-07-28
576,532793,34.07,2021-07-27
577,939855,30.18,2021-08-30
578,153376,47.89,2021-07-28
579,582824,61.29,2021-06-13
580,463849,92.46,2021-08-29
581,517579,99.83,2021-07-31
582,949078,41.4,2021-06-19
583,750334,81.28,2021-08-09
584,440044,89.01,2021-06-14
585,383965,17.77,2021-07-01
586,665283,79.11,2021-06-25
587,332579,55.3,2021-08-25
588,828270,60.73,2021-07-08
589,275066,38.38,2021-08-09
590,791364,0.03,2021-07-27
591,218545,29.25,2021-06-28
592,578319,12.58,2021-08-26
593,172883,34.28,2021-08-09
594,435296,24.27,2021-07-08
595,818132,43.75,2021-08-07
596,960749,52.64,2021-06-23
597,489325,7.46,2021-07-12
598,347164,37.85,2021-08-16
599,332385,41.7,2021-08-30
600,963602,48.72,2021-08-27
601,552665,53.98,2021-08-04
602,241211,99.1,2021-07-19
603,570108,37.42,2021-08-07
604,742656,94.76,2021-07-05
605,396461,40.2,2021-07-15
606,652370,65.88,2021-07-25
607,266803,86.77,2021-08-14
608,427939,71.2,2021-06-03
609,768728,33.5,2021-06-04
610,179703,16.09,2021-08-16
611,605270,92.28,2021-08-25
612,592140,63.87,2021-06-14
613,665177,73.67,2021-08-09
614,932134,66.13,2021-06-10
615,760192,81.65,2021-08-25
616,214108,67.5,2021-07-16
617,492894,5.64,2021-08-23
618,593187,56.95,2021-08-09
619,386197,36.31,2021-08-22
620,334189,47.23,2021-06-30
621,867779,84.41,2021-06-28
622,259185,32.89,2021-08-06
623,795275,31.02,2021-08-17
624,653486,16.3,2021-07-01
625,718205,38.25,2021-06-19
626,987080,7.08,2021-08-22
627,372991,39.49,2021-07-04
628,423155,20.68,2021-06-02
629,694089,6.13,2021-06-21
630,816584,10.36,2021-08-27
631,235476,16.04,2021-06-04
632,123733,44.43,2021-06-18
633,544422,80.52,2021-08-12
634,691637,19.69,2021-08-12
635,167656,11.39,2021-06-08
636,714095,52.5,2021-07-16
637,543744,77.91,2021-07-26
638,678114,54.85,2021-07-08
639,370022,23.37,2021-08-24
640,939794,41.56,2021-08-02
641,196417,48.86,2021-06-20
642,228733,85.17,2021-07-31
643,996828,86.26,2021-07-13
644,262812,29.2,2021-06-28
645,240449,62.5,2021-08-27
646,631373,27.18,2021-06-09
647,893267,21.21,2021-08-11
648,729203,51.87,2021-06-13
649,169597,92.07,2021-07-05
650,722468,69.25,2021-08-24
651,358710,6.31,2021-07-15
652,145759,75.95,2021-06-07
653,303314,21.93,2021-08-18
654,932851,31.5,2021-07-12
655,912232,74.11,2021-06-13
656,829277,89.47,2021-06-02
657,899833,96.67,2021-07-08
658,848362,10.54,2021-07-10
659,835864,59.69,2021-07-27
660,214329,52.72,2021-06-17
661,484536,0.23,2021-07-31
662,531668,28.16,2021-07-23
663,985347,28.3,2021-06-25
664,296567,44.37,2021-08-15
665,931668,56.81,2021-07-17
666,554538,35.03,2021-07-24
667,988015,67.95,2021-06-18
668,599986,44.18,2021-06-27
669,875996,12.53,2021-07-20
670,718740,86.44,2021-06-10
671,756535,34.8,2021-06-30
672,639702,92.1,2021-08-14
673,698437,42.56,2021-07-02
674,264839,67.51,2021-07-25
675,447830,85.29,2021-07-10
676,454400,91.27,2021-07-26
677,775032,25.55,2021-08-22
678,204151,6.15,2021-06-30
679,388829,51.64,2021-07-19
680,697615,3.66,2021-08-25
681,789635,68.97,2021-08-02
682,757793,25.83,2021-07-06
683,321654,79.85,2021-07-15
684,193352,49.85,2021-06-12
685,413949,49.25,2021-06-16
686,384155,33.35,2021-06-04
687,380557,97.6,2021-07-30
688,757049,79.45,2021-06-06
689,350254,32.14,2021-06-30
690,824111,87.94,2021-06-06
691,517025,34.15,2021-07-30
692,912063,29.22,2021-07-06
693,922194,2.92,2021-06-29
694,566133,21.15,2021-06-05
695,389281,86.75,2021-06-27
696,584527,95.22,2021-07-16
697,517726,28.24,2021-06-16
698,325833,77.55,2021-07-30
699,930207,61.23,2021-06-14
700,941780,97.73,2021-06-01
701,438965,45.12,2021-08-20
702,264770,9.1,2021-06-28
703,596656,33.12,2021-07-08
704,878248,8.28,2021-07-18
705,949902,91.85,2021-07-12
706,719600,9.93,2021-07-04
707,888517,14.58,2021-07-17
708,233755,88.03,2021-06-30
709,822615,47.14,2021-06-01
710,273695,9.52,2021-07-02
711,341880,50.38,2021-08-22
712,572667,39.76,2021-06-09
713,599096,70.81,2021-07-31
714,591042,30.94,2021-06-16
715,523735,84.29,2021-06-30
716,584733,58.52,2021-06-07
717,766404,55.73,2021-07-18
718,275178,97.73,2021-06-01
719,239893,71.82,2021-06-03
720,778090,83.76,2021-08-15
721,335489,48.78,2021-06-14
722,673310,24.48,2021-07-07
723,545272,7.64,2021-07-20
724,326296,0.59,2021-06-10
725,185468,16.42,2021-06-05
726,757532,71.99,2021-06-18
727,811497,72.26,2021-06-01
728,909895,26.93,2021-08-14
729,151342,79.19,2021-07-04
730,199982,57.6,2021-08-03
731,988958,15.41,2021-08-19
732,527750,98.15,2021-08-18
733,135505,80.62,2021-08-18
734,154476,83.54,2021-07-30
735,822281,29.13,2021-08-08
736,260260,80.51,2021-08-12
737,449920,60.22,2021-08-10
738,247303,91.47,2021-08-07
739,916520,78.42,2021-06-05
740,576924,18.2,2021-06-11
741,929353,26.57,2021-08-02
742,924871,46.34,2021-06-11
743,567346,18.54,2021-07-20
744,299957,47.14,2021-07-26
745,201083,97.75,2021-08-12
746,960793,31.36,2021-07-15
747,715033,58.99,2021-07-12
748,162264,43.32,2021-08-13
749,890046,36.45,2021-06-13
750,845115,5.47,2021-07-12
751,312248,53.58,2021-06-13
752,798599,99.27,2021-07-29
753,535205,35.8,2021-06-28
754,628459,68.44,2021-06-30
755,195451,2.08,2021-06-16
756,564626,20.79,2021-06-06
757,801424,70.72,2021-06-06
758,880927,86.84,2021-08-24
759,719921,80.02,2021-06-26
760,131642,50.37,2021-06-29
761,127101,37.45,2021-08-22
762,280762,67.53,2021-07-15
763,655333,60.37,2021-06-05
764,103358,0.18,2021-06-10
765,763095,22.28,2021-06-27
766,143882,80.29,2021-06-12
767,767620,18.38,2021-06-27
768,578763,28.11,2021-07-19
769,286314,46.75,2021-07-09
770,830107,11.01,2021-06-12
771,576043,20.95,2021-06-03
772,165473,31.2,2021-08-16
773,198196,73.76,2021-08-08
774,158468,52.43,2021-08-02
775,441385,89.92,2021-08-26
776,934563,51.07,2021-06-15
777,640276,84.25,2021-07-13
778,465858,85.5,2021-08-18
779,991590,92.32,2021-08-17
780,490808,60.87,2021-07-03
781,709676,24.31,2021-08-01
782,597010,23.75,2021-07-28
783,128376,56.4,2021-07-29
784,936383,42.66,2021-06-13
785,509427,80.73,2021-07-26
786,785658,91.97,2021-08-18
787,351003,86.73,2021-08-04
788,163793,64.28,2021-06-14
789,691982,45.47,2021-07-20
790,611591,32.97,2021-07-20
791,448260,22.9,2021-08-06
792,474279,12.56,2021-07-05
793,721348,54.24,2021-06-02
794,466426,24.55,2021-06-27
795,272499,59.14,2021-08-04
796,179184,5.11,2021-07-26
797,500843,53.28,2021-06-29
798,886987,94.04,2021-07-10
799,295325,72.11,2021-08-04
800,375521,52.02,2021-07-08
801,857117,61.36,2021-08-21
802,274160,69.07,2021-07-11
803,828702,67.19,2021-06-01
804,789516,52.5,2021-07-03
805,138472,59.57,2021-07-27
806,504004,26.2,2021-07-15
807,816867,1.36,2021-07-26
808,380390,95.78,2021-06-05
809,746175,65.36,2021-08-10
810,246256,56.66,2021-07-14
811,774319,98.33,2021-07-26
812,381190,99.12,2021-08-02
813,704524,55.07,2021-08-05
814,958314,17.92,2021-06-20
815,239332,75.06,2021-07-12
816,702065,46.43,2021-07-13
817,159781,12.42,2021-06-23
818,695928,4.93,2021-07-02
819,961535,70.2,2021-07-09
820,889995,33.38,2021-07-13
821,412147,33.67,2021-08-28
822,704913,69.29,2021-07-31
823,899911,4.59,2021-07-28
824,298683,83.5,2021-08-08
825,485625,51.46,2021-06-28
826,218699,11.42,2021-08-27
827,257784,61.86,2021-08-16
828,294274,26.16,2021-08-13
829,938889,26.89,2021-06-28
830,389628,90.8,2021-08-02
831,502506,87.48,2021-07-20
832,273949,56.25,2021-08-08
833,361191,2.15,2021-08-06
834,129817,40.06,2021-08-25
835,643209,57.88,2021-08-29
836,831664,71.53,2021-07-21
837,849151,90.39,2021-08-04
838,350461,4.76,2021-07-22
839,990326,15.09,2021-06-04
840,228116,59.38,2021-08-14
841,484770,21.97,2021-07-03
842,394339,29.3,2021-08-13
843,663709,92.65,2021-06-18
844,745433,78.51,2021-07-04
845,723556,40.42,2021-06-07
846,848347,49.61,2021-08-02
847,680105,98.37,2021-06-14
848,657619,34.54,2021-08-25
849,793882,89.73,2021-08-26
850,528951,21.38,2021-08-24
851,700625,67.83,2021-07-20
852,402937,13.06,2021-06-27
853,684193,75.68,2021-06-01
854,367417,34.67,2021-08-17
855,838827,52.25,2021-06-14
856,291227,55.68,2021-07-17
857,119724,30.09,2021-08-27
858,413610,88.4,2021-06-24
859,400791,37.14,2021-06-30
860,637440,8.18,2021-07-26
861,417526,94.99,2021-06-16
862,610360,80.72,2021-06-14
863,378333,10.94,2021-08-08
864,960889,84.75,2021-08-27
865,422448,39.54,2021-08-11
866,446362,62.49,2021-06-07
867,634351,46.94,2021-07-23
868,944552,53.08,2021-08-06
869,228263,45.23,2021-08-16
870,816811,89.52,2021-06-01
871,394464,45.58,2021-08-10
872,965209,73.65,2021-07-07
